004840,DRB동일,7160,저가,고가,13738,11649,8588,62,69,77,-0.56,,,41.38,21.71,33.17,,0.73,1.9,1.64,-9.2,0.3,0.3,-1.3,-8.6,-20.5,-2.1,-27.2,-44.9,-8.5,,,0.66,2.54,1.83,5.36,12.55,,0.82,1.84,1.63,2.78,7.3,,,4966,5470,5454,5439,5513,,,23,89,62,180,394,8.4,15.4,14.3,4.6,5.3,5.9,403,-211,-32,346,387,381,-58,598,412,520,418,300,-683,-411,-447,374,45,170,1199,1002,947,198,55,25,67956.46666666666,1.13,-0.83,0.7,6.87,648,876,-6840,-26524,-754,-1306,-2532,2910,111,392,8447,20732,1.82,-0.01,0.06,0.1,코스피 화학,FICS  자동차부품,영업이익 큰 폭 감소,"동사는 1945년 '동일화학공업소'로 창업하여 2013년 상호변경하였으며, 1976년 유가증권시장에 상장함. 고무제품 종합메이커로서 종합 고무부품사업을 영위하고 있으며, 자동차부품, 토건자재, 면진제진 사업 등을 영위하고 있음. 축적된고무응용 기술을 통해 더 많은 사람들이 안전하고 쾌적한 삶을 영위할 수 있도록 토목건축관련 제품의 개발에서부터 시공, 사후 관리까지 전 과정을 책임짐.","2020년 12월 전년동기 대비 연결기준 매출액은 9.2% 감소, 영업이익은 20.5% 감소, 당기순이익은 73.8% 감소. 선진시장 및 국내 자동차산업의 정체에 반해, 해외 신흥국의 자동차산업이 성장함에 따라 신규시장 선점을 통해 성장을 꾀하고 있음. 전년동기 대비 매출액의 감소로 영업이익은 큰 폭으로 감소하였음. 영업외비용을 절감하고자 노력했지만 순이익 감소로 이어짐."
155660,DSR,6980,저가,고가,9272,8782,7955,2531,2847,3164,0.06,,,8.96,9.15,10.12,,0.8,1.09,1.25,-2.3,0.1,4.3,12.6,-6.4,13.3,7.6,-28.7,4.0,4.8,,,5.67,5.83,5.54,8.15,8.5,,3.64,3.77,3.54,5.2,5.76,,,2310,2363,2360,2264,2011,,,89,87,79,111,107,21.5,25.7,24.1,12.9,7.9,6.7,89,39,-76,177,157,151,88,117,227,174,138,46,-167,-113,-30,-5,49,-36,92,93,20,-1,73,-21,458103.1,-2.24,-9.11,-3.99,19.11,-34444,224620,261631,-351238,3748,-46327,-20392,313410,33195,-206011,-268217,11345,1.16,-1.32,-1.72,0.06,코스피 철강및금속,FICS  금속 및 광물,수익성 개성으로 영업익 증가,"동사는 1965년에 설립되어 2000년 대성제강공업에서 DSR로 상호를 변경하였고, 2013년 유가증권시장에 상장함. 동사는 합성섬유로프, 스테인리스 와이어 등의 제조 및 판매를 주요사업으로 영위하고 있음. 수요가 급증하고 있는 중국내 시장 공략을 위하여 청도 DSR제강유한공사에 판매조직을 신설하였으며, 해외지역 대형 중공업 및 선사의 직접납품을 위하여 역량을 집중하고 있음.","2020년 12월 전년동기 대비 연결기준 매출액은 2.3% 감소, 영업이익은 13.3% 증가, 당기순이익은 2.2% 증가. 매출은 전년대비 소폭 감소하였으나, 매출 구성에 있어 특수제품의 비중을 확대할 수 있었고, 영업방식에 있어서도 제품중심에서 솔루션제공 중심으로 변모시켜 나감으로써 영업이익은 소폭 향상됨.  비대면 고객접촉을 확대하였고 이를 바탕으로 솔루션 제공의 차별화와 특수제품의 점유율 확대를 위한 활동을 강화함."
001250,GS글로벌,2845,고가,,868,333,45,,,,,,,,,10.04,,,,1.01,-27.6,-4.2,19.8,32.6,12.9,-44.6,3.8,16.9,31.9,26.0,,-29.895104895104897,-24.91,-4.61,5.48,6.22,6.07,,-7.6,-1.31,1.54,1.65,1.51,,26264,28150,38894,40585,33874,25538,,-855,-804,-171,205,212,156,110.8,112.8,109.8,2.1,3.1,2.8,1714,2371,1302,643,1880,605,-1071,-491,-697,1202,332,-103,-65,-79,841,-978,-163,-890,925,826,680,99,146,-105,2948324.2333333334,1.25,-0.52,-3.23,18.3,-29639,48172,-55261,-771223,-1816,243,-690,117329,28626,-28824,51196,645845,3.17,0.03,0.11,0.79,코스피 유통업,FICS  무역,코로나19로 인한 수요감소와 가격하락,"1954년 국제무역을 전문으로 하는 금성산업라는 이름으로 설립됨. 1975년에 쌍용으로 상호가 변경되었고, 2009년 7월에 GS로 대주주가 변경되며 현재의 상호를 사용함. 글로벌네트워크를 바탕으로  트레이딩 사업 외에도 수입차 PDI서비스, 하역ㆍ운송, 항만운영 등의 물류 사업과  화공장치 및 복합화력 장치 제조사업, 자원개발 등 신규사업 투자를 추진함. 트레이딩 사업은 소비재 보다는 철강, 석유화학 등 산업재 비중이 높음.","물류부문의 매출이 늘었으나, 코로나19로 인한 국제 물동량 감소로 주력인 무역/유통부문의 매출이 큰 폭으로 줄어들어 2020년 연결기준 매출액은 전년 대비 27.6% 감소함. 개발사업의 적자 규모는 감소하였으나, 외형축소에 따른 고정비용 부담으로 영업이익은 전년동기 대비 44.6% 감소한 323억원을 기록함.  자회사 GS엔텍의 영업권 손상 및 자원개발 자산(Nemaha유전)의 자산손상으로 당기순이익은 적자가 크게 확대됨."
294870,HDC현대산업개발,28750,저가,저가,40711,40139,39123,33273,37432,41591,,36958,,17.96,5.31,9.56,,2.3,1.84,0.98,-13.0,51.0,,,,6.2,73.5,,,,12.57,7.542836310608822,8.85,20.3,,,,5.82,4.18,8.92,,,,33884,33582,36702,42165,27927,,,3634,2069,2202,4137,2299,,,,,,17.1,32.1,23.6,-1724,-3935,-6557,4075,4341,2336,5799,8276,8893,-2589,-1200,4546,-10128,-2378,-2489,14423,-1759,283,5266,3611,8948,1656,-5337,2341,658072.2,0.52,-2.21,2.13,0.17,-7543,-63794,-684112,436771,26136,274836,508509,-268657,-23132,-205151,211164,-98621,10.75,-0.21,0.49,0.01,코스피 건설업,FICS  건설,개발형 건설사업에 주력한 종합건설회사,"동사는 2018년 5월 현대산업개발에서 HDC와 HDC현대산업개발로 분할되었으며 건설사업부문, PC사업부문, 호텔 및 콘도 사업부문을 분할하여 설립함. 동사는 도급방식의 건설공사를 수행하고 있을 뿐만 아니라 수익성을 제고시킬 수 있는 개발형 건설 사업에 주력해 온 종합건설회사임. 동사는 독점규제 및 공정거래에 관한 법률상 에이치디씨그룹에 속한 계열회사이고, 에이치디씨그룹은 2020년 말 현재 27개의 국내 계열회사가 있음.","2020년 12월 전년동기 대비 연결기준 매출액은 13% 감소, 영업이익은 6.2% 증가, 당기순이익은 46.8% 감소. 시장 경쟁력인 높은 기술력, 양호한 재무구조 및 최고의 브랜드 파워를 바탕으로 일반건축부문에서 경쟁력을 제고하고 있음. 토목부문은 국내 초기 민자 SOC 시장을 이끌었던 사업기획, 개발 및 추진능력 등을 보유하고 있어 대규모 개발형 토목공사의 수주에 강점을 가지고 있음."
092220,KEC,2050,,,,,,,,,,,,,,,,,,,-0.3,-7.2,-3.9,-0.6,8.9,,,-49.2,64.0,-17.4,,,-24.43,-8.99,0.67,0.45,0.17,,-12.77,-5.76,0.49,0.37,0.02,,,2010,2017,2174,2263,2277,,,-453,-192,15,9,3,11.8,14.8,17.7,,,1.2,95,847,250,50,23,150,-45,-824,-101,142,176,280,-463,-181,-97,356,-11,-96,189,156,172,34,-17,87,1906356.8666666667,0.24,-2.15,-9.49,-12.39,101944,268692,114869,514135,1623,1522,-34411,-170193,-107932,-316155,-118508,-322554,3.32,-0.28,-0.07,-0.28,"코스피 전기,전자",FICS  반도체 및 관련장비,전방 사업 부진에 따른 수익성 감소,"동사는 반도체 제품 및 부품 제조업을 영위할 목적으로 기존 법인인 주식회사 케이이씨로부터 제조 사업 부분을 2006년 9월 인적 분할하여 설립됨. 초소형 Package 개발, 모바일화 및 디지털화 요구에 부응한 저 소비전력 제품 개발과 미국 및 유럽 시장 등 시장 개척에 총력을 기울임. 매출은 TR이 51.16%, IC가 29.31%, 기타(제품)가 19.47%의 비중을 차지하고 있음.","2020년 12월 전년동기 대비 연결기준 매출액은 0.3% 감소, 영업손실은 66.4% 감소, 당기순손실은 135.7% 증가. 투자재원 확보 목적으로 발행한 전환사채의 평가, 재고자산 평가정책 등이 한국채택국제회계기준에 따라 재평가되면서 당사의 실질적인 영업활동의 실적과는 무관하게 손익에 마이너스 요인으로 적용됨. 지배기업의 주요 원재료 중 일부 항목들의 가격 상승으로 인하여 전년대비 영업이익이 감소함."
016380,KG동부제철,20750,고가,고가,9395,9191,8834,3837,4317,4796,-7.57,,,14.98,,,,0.86,,,-3.5,-4.6,-2.0,11.5,0.3,219.8,,,,82.8,,,7.18,-7.44,-278.18,-323.35,-115.43,,2.9,-1.38,-2.61,-9.95,-2.55,,,23424,24283,25451,25962,23280,,,668,-333,-656,-2676,-727,90.3,110.0,25268.9,2.7,0.3,,1987,-2161,-30,1680,951,371,-307,3112,401,1300,-1698,-82,284,-228,-327,-2014,1652,-108,202,634,910,-431,-276,-491,1500967.7666666666,-6.53,1.97,-0.72,46.64,111409,330322,312437,760465,-111235,-140323,-197483,-453989,848,-188135,-112119,-219540,0.14,-0.09,-0.08,-0.11,코스피 철강및금속,FICS  금속 및 광물,비용관리 통한 수익성 개선,"동사와 연결대상 종속회사는 냉연강판과 석도강판, 칼라강판 등 각종 표면처리강판을 주요 제품으로 생산하여 국내외에 판매하는 글로벌 철강 전문회사임. 철강재는 자동차, 조선, 전자, 기계, 건설 등 대부분의 2차 산업에서 기초소재로 쓰이기 때문에 소재산업의 특성상 전후방 산업과의 연관효과가 매우 크고, 그 시장규모가 타 제조업종에 비해 상당히 큰 편임. 2019년 9월부로 채권단 공동관리체제에서 벗어나 KG그룹 가족사로 편입됨.","2020년 12월 전년동기 대비 연결기준 매출액은 3.5% 감소, 영업이익은 219.8% 증가, 당기순이익 흑자전환. 매출액은 감소했으나 매출원가와 판관비 관리에 성공하면서 영업이익이 전년대비 증가. 큰 폭의 수익성 개선을 이루어냄. 원재료 가격이 차지하는 비중이 높은 만큼 원재료의 수급을 원활히 하여 제품원가를 낮추기 위한 방법을 모색하고 있으며 해외 광산 직접개발 및 현지 직접 생산시설을 갖추는 투자 검토 중임."
001390,KG케미칼,29300,저가,저가,31142,33662,38683,31703,35666,39629,121.07,,,11.99,4.66,127.92,,1.68,2.92,2.01,78.2,61.2,16.7,36.0,-20.3,105.9,62.8,-5.0,4.9,60.2,,,11.94,32.69,1.37,1.88,6.32,,3.65,7.75,1.86,0.74,2.36,,,36864,20684,12828,10995,8085,,,432,961,34,42,128,95.6,104.5,36.0,4.0,2.9,7.7,1210,-16970,305,3065,1763,793,1855,18733,487,3103,1467,585,-1829,2465,-452,-2172,-2440,-16,2371,3273,1807,-902,1465,116,207279.3,0.0,0.0,0.69,9.12,11823,10391,34917,-13113,-5974,-6185,7521,-20367,-5760,-12309,-56667,19411,3.54,-0.09,-0.38,0.14,코스피 화학,FICS  IT 서비스,전자결제 부문의 성장 기대,"동사는 1954년에 설립됨. 1989년에 유가증권시장에 상장되어 매매가 개시되었음. 건설소재와 비료의 제조 및 판매를 주 사업으로 영위 중임. 감수제, 유지제, 혼화제 등 건설관련 화학소재사업과 친환경 유기질비료, 천연성분 작물보호제, 미생물 제재, 친환경 농자재 등의 생명농업사업을 전개 중임. 연결기업은 사업의 성격에 따라 7개 부문(화학, 에너지, 전자결제, 미디어 및 금융, 교육사업, 요식업, 기타)으로 분류됨.","2020년 12월 전년동기 대비 연결기준 매출액은 78.2% 증가, 영업이익은 105.9% 증가, 당기순이익은 55.1% 감소. 화학부문의 부진에도 불구하고, 철강 및 전자결제부문의 꾸준한 성장으로 매출액 및 수익성 향상된 모습을 나타냄. 매출에서 비교적 큰 부분을 차지하고 있는 전자결제 부문에서의 신규 사업 진행과 제휴 활동의 성공여부가 향후 추가적인 실적 개선의 포인트로 판단됨."
058860,KTis,3125,저가,고가,4237,3904,3361,746,840,933,-0.18,,,35.91,33.08,34.25,,3.11,3.91,3.27,0.6,0.0,2.9,0.3,-5.3,-34.6,52.9,-18.8,-16.0,111.1,,,4.4,5.6,4.92,5.23,6.38,,2.44,3.4,3.49,3.75,4.62,,,4536,4510,4508,4381,4367,,,74,92,79,83,100,,6.6,,5.1,4.7,40158.3,309,-613,199,266,308,107,-43,922,-92,224,366,53,44,-210,-93,-237,-217,-27,318,287,348,31,-61,-67,798948.2666666667,1.96,4.52,7.2,0.16,-25436,-318272,-327533,-556039,-81,2970,12010,4114,24884,305058,328433,568738,7.36,0.38,1.02,1.62,코스피 서비스업,FICS  상업서비스,판관비 인건비 증가로 수익성 악화,"동사는 2001년 6월 27일에 ㈜케이티의 114번호안내서비스 사업이 분사하여 설립되었으며, 2010년 12월 17일 한국거래소에 상장됨. 동사는 KT 고객센터, 114전화번호안내사업, 지역광고사업(우선번호안내서비스) 및 컨택센터사업, 유통사업 등을 주요사업으로 영위하고 있음.  GiGA인터넷, IPTV, 인공지능 TV 기가지니, SMB 상품 등 다양한 서비스로 영업활동을 하고 있음.","2020년 12월 전년동기 대비 별도기준 매출액은 0.6% 증가, 영업이익은 34.6% 감소, 당기순이익은 19.7% 감소. 안내사업은 매출 336억, 영업이익 6억을 달성하였으나 이는 희망퇴직으로 인해 일시적으로 발생한 비용이 반영되어 있어, 이 부분을 제외한다면, 당사 사업 중 가장 높은 영업이익율을 달성. 컨택사업은 고객맞춤 컨설팅을 통해 수주 규모를 확대하는 중임."
011070,LG이노텍,195500,고가,저가,125985,143547,180925,311205,350105,389006,15.14,267300,,7.02,6.94,4.35,,0.38,0.21,0.35,19.6,-0.1,4.5,32.8,-6.3,43.0,80.8,-11.1,182.8,-53.1,23.21,14.528154220043662,10.19,4.73,8.02,9.37,0.28,9.84,4.0,1.77,2.8,3.43,0.12,116813,105621,95418,79754,79821,76414,57546,6337,3527,2361,1023,1631,1748,50,42.9,51.2,71.1,13.7,7.5,4.9,7482,4806,-2058,11775,8881,7516,4292,4075,9574,9503,7690,10623,-8262,-3543,-14145,-1672,-2389,6036,6946,7996,6212,-1050,1783,2517,170457.3,3.17,-2.74,-5.1,-6.9,-27766,118263,284056,346344,14052,-134897,-142875,-197316,11934,15337,-129991,-142150,29.75,0.14,-0.3,-0.29,"코스피 전기,전자",FICS  전자 장비 및 기기,광학솔루션 부문이 이끈 성장,"동사는 1976년 금성정밀공업으로 설립됨. 2008년 유가증권시장에 상장함. 동사와 연결회사 사업 부문은 크게 광학솔루션, 기판소재, 전장부품, 기타 부문으로 분류됨. 광학솔루션 부문은 카메라 모듈 등을, 기판소재 부문은 Photomask, Tape Substrate, 반도체기판 등을, 전장부품 부문은 모터, 센서, 차량통신 등을 판매함. 기타 부문은 전자부품이 주요 제품임.","2020년 12월 전년동기 대비 연결기준 매출액은 19.6% 증가, 영업이익은 43% 증가, 당기순이익은 130.8% 증가. 기타 사업 부문은 전년도 대비 매출이 소폭 감소했으나 이외 부문이 성장하며 전체 실적 개선으로 이어짐. 특히 광학솔루션 부문 매출이 가장 큰 폭으로 증가하며 매출원가, 인건비 등 비용 증가에도 영업이익이 개선되는 데 결정적인 역할을 함."
066570,LG전자,148500,고가,저가,108793,119138,140086,166799,187649,208499,173.71,217294,,11.02,434.42,10.96,,0.89,1.04,1.2,1.5,1.6,-0.1,10.9,-2.0,31.2,-9.9,9.5,84.5,12.2,17.91,12.574574898785427,13.22,0.22,9.03,13.69,0.65,6.47,4.44,0.4,3.44,4.73,0.34,708178,673438,632620,623062,613417,613963,553670,29984,19412,19683,313,12401,17258,769,27.3,38.9,40.0,8.7,6.0,6.5,30676,-5715,-3331,53281,33356,39823,22605,39071,43155,46286,36892,45416,-23145,-20833,-44203,-9939,-11170,8193,58963,47774,42704,11189,5070,9198,1769166.9,0.34,-2.94,-8.33,-6.31,-2861,870738,2217382,2155777,65265,-464351,-1251786,-1361184,-62318,-418310,-939079,-769487,30.41,-0.17,-0.67,-0.52,"코스피 전기,전자",FICS  내구소비재,어려운 상황 대비 수익성 증가,"동사와 종속기업의 주요사업부문은 Home Appliance & Air 솔루션, Home Entertainment, Mobile Communications, Vehicle component 솔루션 등 6개로 구분. OLED TV는 초슬림, 월페이퍼, 롤러블 TV 등 지속적인 혁신 제품 출시로 프리미엄 시장을 지속 선도하고 있음. 디스플레이 오디오와 내비게이션 영역에서는 동사의 디스플레이 및 소프트웨어 역량을 활용하여 제품 차별화중.","2020년 12월 전년동기 대비 연결기준 매출액은 1.5% 증가, 영업이익은 31.1% 증가, 당기순이익은 6191.6% 증가. HE 부문은 OLED TV 비중이 증가될 것으로 판단. 광저우 팹이 정상 가동되면서 패널 공급이 확대 되었으며, OLED 판매량이 크게 증가함.  LG전자는 코로나19를 잘 극복하고 있으며 H&A, HE의 든든한 축이 유지되면서 VS, MC가 부진에서 벗어나고 있음."
